id,class
a_282.png,liver
a_283.png,bladder
a_284.png,liver
a_285.png,lung-right
a_286.png,kidney-left
a_287.png,liver
a_288.png,kidney-left
a_289.png,femur-left
a_290.png,kidney-right
a_291.png,kidney-left
a_292.png,kidney-left
a_293.png,bladder
a_294.png,kidney-right
a_295.png,lung-right
a_296.png,liver
a_297.png,lung-right
a_298.png,pancreas
a_299.png,liver
a_300.png,kidney-right
a_301.png,kidney-left
a_302.png,kidney-right
a_303.png,heart
a_304.png,liver
a_305.png,lung-right
a_306.png,lung-left
a_307.png,lung-left
a_308.png,kidney-right
a_309.png,kidney-left
a_310.png,lung-left
a_311.png,liver
a_312.png,spleen
a_313.png,bladder
a_314.png,kidney-right
a_315.png,femur-left
a_316.png,kidney-right
a_317.png,lung-left
a_318.png,spleen
a_319.png,spleen
a_320.png,liver
a_321.png,lung-left
a_322.png,liver
a_323.png,kidney-left
a_324.png,bladder
a_325.png,pancreas
a_326.png,liver
a_327.png,kidney-right
a_328.png,lung-left
a_329.png,spleen
a_330.png,femur-right
a_331.png,lung-right
a_332.png,lung-left
a_333.png,femur-left
a_334.png,liver
a_335.png,lung-left
a_336.png,kidney-left
a_337.png,liver
a_338.png,pancreas
a_339.png,lung-left
a_340.png,lung-left
a_341.png,lung-right
a_342.png,lung-left
a_343.png,kidney-right
a_344.png,kidney-left
a_345.png,femur-right
a_346.png,femur-right
a_347.png,heart
a_348.png,lung-left
a_349.png,pancreas
a_350.png,lung-left
a_351.png,liver
a_352.png,spleen
a_353.png,lung-right
a_354.png,lung-left
a_355.png,liver
a_356.png,liver
a_357.png,kidney-left
a_358.png,spleen
a_359.png,pancreas
a_360.png,pancreas
a_361.png,lung-right
a_362.png,bladder
a_363.png,lung-left
a_364.png,liver
a_365.png,bladder
a_366.png,kidney-left
a_367.png,femur-right
a_368.png,liver
a_369.png,bladder
a_370.png,bladder
a_371.png,heart
a_372.png,lung-left
a_373.png,lung-left
a_374.png,heart
a_375.png,spleen
a_376.png,spleen
a_377.png,femur-right
a_378.png,kidney-left
a_379.png,pancreas
a_380.png,lung-right
a_381.png,femur-left
a_382.png,spleen
a_383.png,lung-right
a_384.png,pancreas
a_385.png,kidney-left
a_386.png,liver
a_387.png,kidney-left
a_388.png,spleen
a_389.png,femur-right
a_390.png,pancreas
a_391.png,lung-left
a_392.png,femur-right
a_393.png,lung-right
a_394.png,liver
a_395.png,lung-right
a_396.png,kidney-left
a_397.png,liver
a_398.png,pancreas
a_399.png,liver
a_400.png,femur-right
a_401.png,kidney-right
a_402.png,lung-right
a_403.png,lung-left
a_404.png,femur-left
a_405.png,lung-right
a_406.png,liver
a_407.png,liver
a_408.png,lung-right
a_409.png,lung-right
a_410.png,kidney-left
a_411.png,bladder
a_412.png,pancreas
a_413.png,lung-right
a_414.png,femur-left
a_415.png,heart
a_416.png,liver
a_417.png,spleen
a_418.png,bladder
a_419.png,liver
a_420.png,lung-right
a_421.png,liver
a_422.png,pancreas
a_423.png,femur-left
a_424.png,liver
a_425.png,lung-left
a_426.png,spleen
a_427.png,kidney-right
a_428.png,lung-right
a_429.png,liver
a_430.png,kidney-left
a_431.png,kidney-right
a_432.png,spleen
a_433.png,lung-left
a_434.png,liver
a_435.png,kidney-right
a_436.png,heart
a_437.png,lung-left
a_438.png,heart
a_439.png,bladder
a_440.png,lung-right
a_441.png,spleen
a_442.png,kidney-right
a_443.png,kidney-right
a_444.png,spleen
a_445.png,kidney-left
a_446.png,pancreas
a_447.png,lung-right
a_448.png,liver
a_449.png,heart
a_450.png,bladder
a_451.png,lung-left
a_452.png,kidney-right
a_453.png,kidney-right
a_454.png,bladder
a_455.png,liver
a_456.png,liver
a_457.png,kidney-left
a_458.png,liver
a_459.png,spleen
a_460.png,pancreas
a_461.png,liver
a_462.png,lung-right
a_463.png,kidney-left
a_464.png,lung-left
a_465.png,heart
a_466.png,pancreas
a_467.png,femur-left
a_468.png,kidney-right
a_469.png,spleen
a_470.png,kidney-right
a_471.png,heart
a_472.png,liver
a_473.png,pancreas
a_474.png,lung-left
a_475.png,lung-right
a_476.png,pancreas
a_477.png,spleen
a_478.png,liver
a_479.png,kidney-right
a_480.png,pancreas
a_481.png,liver
a_482.png,kidney-left
a_483.png,kidney-right
a_484.png,heart
a_485.png,heart
a_486.png,kidney-right
a_487.png,kidney-left
a_488.png,bladder
a_489.png,lung-right
a_490.png,kidney-right
a_491.png,lung-right
a_492.png,femur-right
a_493.png,heart
a_494.png,femur-left
a_495.png,lung-left
a_496.png,liver
a_497.png,lung-left
a_498.png,kidney-left
a_499.png,kidney-left
a_500.png,pancreas
a_501.png,pancreas
a_502.png,liver
a_503.png,liver
a_504.png,lung-left
a_505.png,femur-right
a_506.png,kidney-left
a_507.png,liver
a_508.png,pancreas
a_509.png,lung-left
a_510.png,kidney-left
a_511.png,liver
a_512.png,kidney-right
a_513.png,heart
a_514.png,kidney-right
a_515.png,pancreas
a_516.png,lung-right
a_517.png,kidney-left
a_518.png,lung-right
a_519.png,kidney-left
a_520.png,spleen
a_521.png,spleen
a_522.png,spleen
a_523.png,bladder
a_524.png,spleen
a_525.png,femur-left
a_526.png,femur-right
a_527.png,kidney-right
a_528.png,bladder
a_529.png,lung-right
a_530.png,pancreas
a_531.png,liver
a_532.png,bladder
a_533.png,lung-left
a_534.png,bladder
a_535.png,femur-left
a_536.png,liver
a_537.png,kidney-right
a_538.png,kidney-left
a_539.png,femur-right
a_540.png,spleen
a_541.png,kidney-left
a_542.png,spleen
a_543.png,kidney-right
a_544.png,lung-left
a_545.png,spleen
a_546.png,bladder
a_547.png,kidney-left
a_548.png,lung-left
a_549.png,lung-left
a_550.png,kidney-left
a_551.png,lung-left
a_552.png,liver
a_553.png,pancreas
a_554.png,kidney-right
a_555.png,spleen
a_556.png,heart
a_557.png,kidney-right
a_558.png,femur-right
a_559.png,liver
a_560.png,liver
a_561.png,femur-right
a_562.png,kidney-left
a_563.png,liver
a_564.png,kidney-left
a_565.png,pancreas
a_566.png,pancreas
a_567.png,liver
a_568.png,lung-right
a_569.png,kidney-right
a_570.png,lung-right
a_571.png,bladder
a_572.png,pancreas
a_573.png,spleen
a_574.png,pancreas
a_575.png,heart
a_576.png,liver
a_577.png,lung-right
a_578.png,kidney-right
a_579.png,liver
a_580.png,lung-left
a_581.png,kidney-left
a_582.png,pancreas
a_583.png,kidney-left
a_584.png,pancreas
a_585.png,femur-right
a_586.png,spleen
a_587.png,liver
a_588.png,bladder
a_589.png,bladder
a_590.png,liver
a_591.png,liver
a_592.png,lung-right
a_593.png,lung-right
a_594.png,spleen
a_595.png,bladder
a_596.png,spleen
a_597.png,lung-right
a_598.png,kidney-right
a_599.png,pancreas
a_600.png,kidney-left
a_601.png,spleen
a_602.png,pancreas
a_603.png,lung-left
a_604.png,heart
a_605.png,liver
a_606.png,kidney-right
a_607.png,spleen
a_608.png,pancreas
a_609.png,liver
a_610.png,lung-left
a_611.png,liver
a_612.png,pancreas
a_613.png,femur-left
a_614.png,femur-left
a_615.png,bladder
a_616.png,pancreas
a_617.png,heart
a_618.png,kidney-left
a_619.png,heart
a_620.png,lung-left
a_621.png,liver
a_622.png,spleen
a_623.png,kidney-left
a_624.png,lung-left
a_625.png,pancreas
a_626.png,lung-left
a_627.png,lung-left
a_628.png,lung-left
a_629.png,kidney-left
a_630.png,kidney-right
a_631.png,lung-left
a_632.png,pancreas
a_633.png,lung-right
a_634.png,liver
a_635.png,kidney-right
a_636.png,kidney-left
a_637.png,liver
a_638.png,femur-right
a_639.png,lung-left
a_640.png,lung-right
a_641.png,liver
a_642.png,kidney-left
a_643.png,kidney-left
a_644.png,kidney-right
a_645.png,lung-left
a_646.png,femur-right
a_647.png,lung-right
a_648.png,lung-right
a_649.png,liver
a_650.png,spleen
a_651.png,femur-right
a_652.png,kidney-right
a_653.png,lung-left
a_654.png,lung-left
a_655.png,liver
a_656.png,liver
a_657.png,bladder
a_658.png,kidney-left
a_659.png,lung-left
a_660.png,kidney-left
a_661.png,pancreas
a_662.png,pancreas
a_663.png,spleen
a_664.png,lung-right
a_665.png,femur-right
a_666.png,kidney-right
a_667.png,pancreas
a_668.png,pancreas
a_669.png,lung-left
a_670.png,lung-left
a_671.png,lung-right
a_672.png,liver
a_673.png,liver
a_674.png,kidney-right
a_675.png,liver
a_676.png,lung-left
a_677.png,kidney-right
a_678.png,kidney-left
a_679.png,bladder
a_680.png,liver
a_681.png,liver
a_682.png,lung-right
a_683.png,bladder
a_684.png,pancreas
a_685.png,lung-left
a_686.png,liver
a_687.png,lung-left
a_688.png,kidney-left
a_689.png,kidney-right
a_690.png,spleen
a_691.png,lung-left
a_692.png,femur-right
a_693.png,spleen
a_694.png,femur-left
a_695.png,spleen
a_696.png,lung-right
a_697.png,heart
a_698.png,liver
a_699.png,spleen
a_700.png,spleen
a_701.png,pancreas
a_702.png,femur-left
a_703.png,lung-left
a_704.png,liver
a_705.png,spleen
a_706.png,kidney-left
a_707.png,kidney-right
a_708.png,liver
a_709.png,femur-left
a_710.png,liver
a_711.png,femur-left
a_712.png,heart
a_713.png,kidney-left
a_714.png,kidney-right
a_715.png,liver
a_716.png,femur-right
a_717.png,liver
a_718.png,bladder
a_719.png,kidney-left
a_720.png,kidney-right
a_721.png,kidney-right
a_722.png,lung-left
a_723.png,liver
a_724.png,liver
a_725.png,kidney-right
a_726.png,femur-left
a_727.png,lung-left
a_728.png,kidney-left
a_729.png,kidney-right
a_730.png,liver
a_731.png,lung-left
a_732.png,kidney-left
a_733.png,liver
a_734.png,liver
a_735.png,kidney-left
a_736.png,lung-right
a_737.png,liver
a_738.png,pancreas
a_739.png,kidney-left
a_740.png,heart
a_741.png,pancreas
a_742.png,kidney-left
a_743.png,bladder
a_744.png,kidney-left
a_745.png,lung-right
a_746.png,lung-left
a_747.png,lung-right
a_748.png,heart
a_749.png,femur-left
a_750.png,pancreas
a_751.png,kidney-right
a_752.png,femur-left
a_753.png,lung-left
a_754.png,liver
a_755.png,lung-right
a_756.png,liver
a_757.png,bladder
a_758.png,femur-right
a_759.png,lung-right
a_760.png,lung-left
a_761.png,pancreas
a_762.png,bladder
a_763.png,liver
a_764.png,lung-right
a_765.png,kidney-right
a_766.png,lung-right
a_767.png,kidney-left
a_768.png,kidney-left
a_769.png,lung-right
a_770.png,pancreas
a_771.png,spleen
a_772.png,kidney-right
a_773.png,kidney-right
a_774.png,liver
a_775.png,kidney-left
a_776.png,lung-right
a_777.png,liver
a_778.png,lung-right
a_779.png,kidney-left
a_780.png,spleen
a_781.png,kidney-left
a_782.png,kidney-right
a_783.png,bladder
a_784.png,kidney-right
a_785.png,spleen
a_786.png,lung-right
a_787.png,lung-left
a_788.png,kidney-left
a_789.png,bladder
a_790.png,bladder
a_791.png,femur-left
a_792.png,liver
a_793.png,liver
a_794.png,heart
a_795.png,liver
a_796.png,kidney-left
a_797.png,lung-left
a_798.png,spleen
a_799.png,kidney-left
a_800.png,kidney-left
a_801.png,liver
a_802.png,kidney-right
a_803.png,spleen
a_804.png,liver
a_805.png,lung-left
a_806.png,liver
a_807.png,bladder
a_808.png,kidney-left
a_809.png,femur-left
a_810.png,pancreas
a_811.png,pancreas
a_812.png,liver
a_813.png,lung-right
a_814.png,pancreas
a_815.png,lung-left
a_816.png,lung-right
a_817.png,liver
a_818.png,femur-left
a_819.png,heart
a_820.png,lung-right
a_821.png,liver
a_822.png,kidney-right
a_823.png,spleen
a_824.png,liver
a_825.png,kidney-right
a_826.png,liver
a_827.png,lung-right
a_828.png,lung-left
a_829.png,kidney-right
a_830.png,pancreas
a_831.png,heart
a_832.png,pancreas
a_833.png,lung-right
a_834.png,kidney-right
a_835.png,lung-left
a_836.png,liver
a_837.png,pancreas
a_838.png,spleen
a_839.png,spleen
a_840.png,spleen
a_841.png,lung-right
a_842.png,pancreas
a_843.png,lung-right
a_844.png,lung-left
a_845.png,lung-right
a_846.png,lung-right
a_847.png,liver
a_848.png,spleen
a_849.png,lung-right
a_850.png,heart
a_851.png,lung-left
a_852.png,liver
a_853.png,lung-right
a_854.png,lung-left
a_855.png,lung-left
a_856.png,lung-right
a_857.png,femur-right
a_858.png,femur-right
a_859.png,lung-left
a_860.png,lung-right
a_861.png,kidney-left
a_862.png,kidney-left
a_863.png,kidney-left
a_864.png,lung-right
a_865.png,liver
a_866.png,liver
a_867.png,pancreas
a_868.png,pancreas
a_869.png,kidney-left
a_870.png,spleen
a_871.png,spleen
a_872.png,lung-left
a_873.png,lung-right
a_874.png,pancreas
a_875.png,liver
a_876.png,bladder
a_877.png,bladder
a_878.png,lung-left
a_879.png,lung-left
a_880.png,pancreas
a_881.png,bladder
a_882.png,pancreas
a_883.png,spleen
a_884.png,heart
a_885.png,liver
a_886.png,spleen
a_887.png,liver
a_888.png,spleen
a_889.png,kidney-right
a_890.png,femur-right
a_891.png,liver
a_892.png,heart
a_893.png,kidney-right
a_894.png,kidney-right
a_895.png,femur-left
a_896.png,pancreas
a_897.png,pancreas
a_898.png,heart
a_899.png,lung-right
a_900.png,kidney-left
a_901.png,liver
a_902.png,lung-right
a_903.png,bladder
a_904.png,bladder
a_905.png,liver
a_906.png,pancreas
a_907.png,kidney-left
a_908.png,lung-right
a_909.png,femur-left
a_910.png,lung-right
a_911.png,lung-left
a_912.png,lung-left
a_913.png,kidney-left
a_914.png,liver
a_915.png,kidney-left
a_916.png,pancreas
a_917.png,bladder
a_918.png,spleen
a_919.png,bladder
a_920.png,pancreas
a_921.png,liver
a_922.png,lung-left
a_923.png,kidney-left
a_924.png,kidney-left
a_925.png,pancreas
a_926.png,kidney-left
a_927.png,kidney-right
a_928.png,kidney-right
a_929.png,lung-right
a_930.png,lung-right
a_931.png,lung-right
a_932.png,kidney-right
a_933.png,pancreas
a_934.png,spleen
a_935.png,kidney-right
a_936.png,femur-right
a_937.png,kidney-right
a_938.png,pancreas
a_939.png,spleen
a_940.png,lung-left
a_941.png,kidney-left
a_942.png,lung-left
a_943.png,kidney-right
a_944.png,pancreas
a_945.png,kidney-left
a_946.png,spleen
a_947.png,kidney-right
a_948.png,femur-left
a_949.png,liver
a_950.png,heart
a_951.png,pancreas
a_952.png,kidney-right
a_953.png,pancreas
a_954.png,heart
a_955.png,liver
a_956.png,pancreas
a_957.png,heart
a_958.png,kidney-right
a_959.png,heart
a_960.png,kidney-right
a_961.png,kidney-right
a_962.png,liver
a_963.png,spleen
a_964.png,femur-left
a_965.png,heart
a_966.png,lung-left
a_967.png,pancreas
a_968.png,kidney-left
a_969.png,spleen
a_970.png,kidney-left
a_971.png,kidney-right
a_972.png,lung-left
a_973.png,kidney-right
a_974.png,heart
a_975.png,femur-left
a_976.png,bladder
a_977.png,pancreas
a_978.png,bladder
a_979.png,spleen
a_980.png,lung-right
a_981.png,femur-left
a_982.png,kidney-right
a_983.png,femur-right
a_984.png,pancreas
a_985.png,pancreas
a_986.png,lung-left
a_987.png,kidney-right
a_988.png,pancreas
a_989.png,kidney-right
a_990.png,lung-right
a_991.png,spleen
a_992.png,lung-right
a_993.png,bladder
a_994.png,liver
a_995.png,kidney-right
a_996.png,kidney-right
a_997.png,pancreas
a_998.png,heart
a_999.png,kidney-left
a_1000.png,lung-left
a_1001.png,kidney-left
a_1002.png,bladder
a_1003.png,kidney-right
a_1004.png,femur-right
a_1005.png,spleen
a_1006.png,femur-right
a_1007.png,spleen
a_1008.png,lung-left
a_1009.png,liver
a_1010.png,lung-left
a_1011.png,kidney-left
a_1012.png,liver
a_1013.png,kidney-left
a_1014.png,bladder
a_1015.png,lung-right
a_1016.png,liver
a_1017.png,lung-left
a_1018.png,kidney-left
a_1019.png,pancreas
a_1020.png,liver
a_1021.png,kidney-right
a_1022.png,bladder
a_1023.png,kidney-left
a_1024.png,kidney-left
a_1025.png,lung-left
a_1026.png,femur-right
a_1027.png,kidney-right
a_1028.png,lung-right
a_1029.png,liver
a_1030.png,bladder
a_1031.png,pancreas
a_1032.png,liver
a_1033.png,bladder
a_1034.png,lung-left
a_1035.png,liver
a_1036.png,kidney-left
a_1037.png,lung-left
a_1038.png,lung-right
a_1039.png,lung-left
a_1040.png,liver
a_1041.png,liver
a_1042.png,pancreas
a_1043.png,lung-left
a_1044.png,liver
a_1045.png,spleen
a_1046.png,lung-right
a_1047.png,liver
a_1048.png,kidney-left
a_1049.png,spleen
a_1050.png,femur-right
a_1051.png,lung-left
a_1052.png,lung-left
a_1053.png,spleen
a_1054.png,kidney-left
a_1055.png,spleen
a_1056.png,spleen
a_1057.png,pancreas
a_1058.png,bladder
a_1059.png,femur-left
a_1060.png,lung-right
a_1061.png,pancreas
a_1062.png,lung-right
a_1063.png,kidney-right
a_1064.png,lung-right
a_1065.png,spleen
a_1066.png,pancreas
a_1067.png,liver
a_1068.png,lung-right
a_1069.png,lung-right
a_1070.png,kidney-left
a_1071.png,kidney-right
a_1072.png,kidney-left
a_1073.png,kidney-left
a_1074.png,bladder
a_1075.png,lung-right
a_1076.png,kidney-left
a_1077.png,lung-right
a_1078.png,liver
a_1079.png,kidney-left
a_1080.png,spleen
a_1081.png,lung-right
a_1082.png,lung-left
a_1083.png,bladder
a_1084.png,lung-right
a_1085.png,liver
a_1086.png,kidney-right
a_1087.png,lung-left
a_1088.png,femur-right
a_1089.png,lung-right
a_1090.png,spleen
a_1091.png,kidney-right
a_1092.png,lung-right
a_1093.png,femur-left
a_1094.png,liver
a_1095.png,lung-left
a_1096.png,lung-right
a_1097.png,kidney-right
a_1098.png,bladder
a_1099.png,bladder
a_1100.png,liver
a_1101.png,femur-left
a_1102.png,liver
a_1103.png,pancreas
a_1104.png,femur-left
a_1105.png,spleen
a_1106.png,kidney-left
a_1107.png,bladder
a_1108.png,lung-left
a_1109.png,kidney-left
a_1110.png,kidney-right
a_1111.png,femur-left
a_1112.png,lung-right
a_1113.png,kidney-left
a_1114.png,heart
a_1115.png,pancreas
a_1116.png,lung-right
a_1117.png,kidney-right
a_1118.png,pancreas
a_1119.png,lung-right
a_1120.png,lung-left
a_1121.png,liver
a_1122.png,lung-right
a_1123.png,kidney-left
a_1124.png,spleen
a_1125.png,liver
a_1126.png,lung-right
a_1127.png,pancreas
a_1128.png,lung-left
a_1129.png,liver
a_1130.png,liver
a_1131.png,lung-left
a_1132.png,kidney-right
a_1133.png,pancreas
a_1134.png,lung-right
a_1135.png,liver
a_1136.png,lung-left
a_1137.png,spleen
a_1138.png,liver
a_1139.png,lung-right
a_1140.png,liver
a_1141.png,femur-right
a_1142.png,lung-right
a_1143.png,kidney-left
a_1144.png,lung-right
a_1145.png,pancreas
a_1146.png,femur-right
a_1147.png,lung-left
a_1148.png,liver
a_1149.png,lung-left
a_1150.png,pancreas
a_1151.png,spleen
a_1152.png,bladder
a_1153.png,kidney-left
a_1154.png,spleen
a_1155.png,heart
a_1156.png,heart
a_1157.png,femur-left
a_1158.png,lung-right
a_1159.png,femur-right
a_1160.png,lung-right
a_1161.png,lung-right
a_1162.png,pancreas
a_1163.png,femur-right
a_1164.png,pancreas
a_1165.png,kidney-right
a_1166.png,kidney-left
a_1167.png,kidney-left
a_1168.png,kidney-right
a_1169.png,femur-right
a_1170.png,lung-right
a_1171.png,femur-right
a_1172.png,liver
a_1173.png,spleen
a_1174.png,lung-right
a_1175.png,liver
a_1176.png,pancreas
a_1177.png,lung-right
a_1178.png,kidney-left
a_1179.png,bladder
a_1180.png,lung-right
a_1181.png,spleen
a_1182.png,lung-right
a_1183.png,liver
a_1184.png,lung-left
a_1185.png,kidney-right
a_1186.png,kidney-left
a_1187.png,lung-right
a_1188.png,liver
a_1189.png,femur-right
a_1190.png,spleen
a_1191.png,pancreas
a_1192.png,spleen
a_1193.png,heart
a_1194.png,liver
a_1195.png,liver
a_1196.png,liver
a_1197.png,spleen
a_1198.png,pancreas
a_1199.png,spleen
a_1200.png,kidney-left
a_1201.png,lung-left
a_1202.png,liver
a_1203.png,liver
a_1204.png,liver
a_1205.png,kidney-right
a_1206.png,heart
a_1207.png,kidney-right
a_1208.png,bladder
a_1209.png,kidney-left
a_1210.png,liver
a_1211.png,kidney-right
a_1212.png,femur-right
a_1213.png,kidney-right
a_1214.png,lung-left
a_1215.png,spleen
a_1216.png,lung-right
a_1217.png,pancreas
a_1218.png,liver
a_1219.png,kidney-right
a_1220.png,pancreas
a_1221.png,lung-left
a_1222.png,lung-right
a_1223.png,spleen
a_1224.png,kidney-left
a_1225.png,spleen
a_1226.png,kidney-right
a_1227.png,spleen
a_1228.png,bladder
a_1229.png,lung-right
a_1230.png,lung-left
a_1231.png,spleen
a_1232.png,bladder
a_1233.png,liver
a_1234.png,bladder
a_1235.png,kidney-right
a_1236.png,kidney-right
a_1237.png,pancreas
a_1238.png,lung-left
a_1239.png,kidney-left
a_1240.png,pancreas
a_1241.png,lung-right
a_1242.png,spleen
a_1243.png,spleen
a_1244.png,lung-left
a_1245.png,liver
a_1246.png,liver
a_1247.png,liver
a_1248.png,lung-left
a_1249.png,pancreas
a_1250.png,lung-left
a_1251.png,kidney-left
a_1252.png,lung-right
a_1253.png,kidney-left
a_1254.png,kidney-right
a_1255.png,lung-left
a_1256.png,kidney-right
a_1257.png,femur-left
a_1258.png,liver
a_1259.png,kidney-left
a_1260.png,spleen
a_1261.png,femur-right
a_1262.png,spleen
a_1263.png,spleen
a_1264.png,bladder
a_1265.png,heart
a_1266.png,liver
a_1267.png,heart
a_1268.png,lung-left
a_1269.png,kidney-left
a_1270.png,liver
a_1271.png,liver
a_1272.png,kidney-left
a_1273.png,lung-right
a_1274.png,liver
a_1275.png,femur-left
a_1276.png,spleen
a_1277.png,heart
a_1278.png,spleen
a_1279.png,femur-left
a_1280.png,liver
a_1281.png,liver
a_1282.png,kidney-left
a_1283.png,pancreas
a_1284.png,spleen
a_1285.png,liver
a_1286.png,liver
a_1287.png,liver
